[2016-08-24 01:11:28] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'dfgj' for key 'PRIMARY' [] []
[2016-08-24 01:25:44] defaultLogger.INFO: INSERT INTO usuario (idusuario, password, nombre, apellidos, avatar) VALUES ('frende5', 'rueda', 'alejandro', 'frende5557111', 'http://viajesengrupo.esy.es/service/script.php?username=dghj&nombre=ghk&apellido=hgfjk&password=dgfhk&email=alexruedaromero94@hotmail.com&cars=Fiat&terms=on') [] []
[2016-08-24 10:22:56] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:23:04] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:23:17] defaultLogger.INFO: INSERT INTO usuario (idusuario, password, nombre, apellidos, avatar) VALUES ('frende55', 'dsfh', 'dsfg', 'sdfh', 'http://viajesengrupo.esy.es/service/script.php?username=dghj&nombre=ghk&apellido=hgfjk&password=dgfhk&email=alexruedaromero94@hotmail.com&cars=Fiat&terms=on') [] []
[2016-08-24 10:28:57] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:28:59] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:34:02] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:34:14] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-25 15:13:05] defaultLogger.INFO: INSERT INTO usuario (idusuario, password, nombre, apellidos, avatar) VALUES ('alex', '5557111', 'alejandro', 'rueda', 'http://viajesengrupo.esy.es/service/script.php?username=dghj&nombre=ghk&apellido=hgfjk&password=dgfhk&email=alexruedaromero94@hotmail.com&cars=Fiat&terms=on') [] []
[2016-08-25 16:11:27] defaultLogger.INFO: INSERT INTO usuario (idusuario, password, nombre, apellidos, avatar) VALUES ('prueba', 'sfgj', 'sh', 'fsgj', 'http://viajesengrupo.esy.es/service/script.php?username=dghj&nombre=ghk&apellido=hgfjk&password=dgfhk&email=alexruedaromero94@hotmail.com&cars=Fiat&terms=on') [] []
[2016-08-25 16:11:52] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'prueba' for key 'PRIMARY' [] []
[2016-08-25 16:12:04] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'prueba' for key 'PRIMARY' [] []
[2016-08-25 16:12:18] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'prueba' for key 'PRIMARY' [] []
[2016-08-25 16:40:01] defaultLogger.INFO: SELECT idusuario, password, nombre, apellidos, avatar FROM usuario WHERE idusuario = 'alex' [] []
[2016-09-02 00:29:53] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:29:53] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:29:53] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (6, 'alex') [] []
[2016-09-02 00:29:55] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:29:55] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:29:55] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:29:55] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (7, 'alex') [] []
[2016-09-02 00:30:35] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:30:36] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:30:36] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:30:36] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (8, 'alex') [] []
[2016-09-02 00:33:38] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:33:38] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:33:38] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:33:38] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (9, 'alex') [] []
[2016-09-02 00:34:05] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:34:05] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:34:05] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:34:05] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (10, 'alex') [] []
[2016-09-02 00:34:23] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:34:23] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:34:23] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:34:23] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (11, 'alex') [] []
[2016-09-02 00:34:37] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:34:37] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:34:37] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:34:37] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (12, 'alex') [] []
[2016-09-02 00:34:52] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:34:52] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:34:52] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:34:52] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (13, 'alex') [] []
[2016-09-02 00:35:40] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:35:41] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:35:41] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:35:41] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (14, 'alex') [] []
[2016-09-02 00:35:43] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:35:43] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:35:44] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'sdfh', 'echo json_encode(["exito" => false]);', 'sdfh', 0) [] []
[2016-09-02 00:35:44] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (15, 'alex') [] []
[2016-09-02 00:36:25] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-02 00:36:25] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje [] []
[2016-09-02 00:37:01] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:37:01] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:37:01] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'gRANADA', 'Granada es una ciudad y municipio español, capital de la provincia homónima, en la comunidad autónoma de Andalucía. Está situada en el centro de la comarca Vega de Granada, a una altitud de 680 msnm, en una amplia depresión intrabética formada por el río Genil y por el piedemonte del macizo más alto de la península ibérica, Sierra Nevada, que condiciona su clima.  En ella se encuentra la sede del partido judicial número 3 de la provincia; la de la archidiócesis que lleva su nombre, así como la del Tribunal Superior de Justicia de Andalucía, Ceuta y Melilla, la del Consejo Consultivo de Andalucía y la del Centro de Documentación Musical de Andalucía.  En 2014 la habitaban 237 540 personas,4 498. 365 contando el área metropolitana.5 Los barrios que posee son muy diferentes entre sí, en parte por la continuada inmigración acaecida hasta la década de 1990; los más importantes son el Zaidín, el Albaicín, el Sacromonte, el Realejo, La Chana, Almanjáyar y la Cartuja.  Fue capital del Reino Zirí de Granada, durante el siglo XI, y del Reino Nazarí de Granada entre los siglos XIII y XV. Tras la toma de la ciudad por los Reyes Católicos, se mantuvo como capital del Reino castellano de Granada, que ya era una simple jurisdicción territorial y que se mantuvo hasta 1833, momento en que se produjo una nueva división provincial en España, todavía vigente. Su escudo municipal ostenta los títulos de «Muy noble, muy leal, nombrada, grande, celebérrima y heroica ciudad de Granada».  Granada constituye un núcleo receptor de turismo, debido a sus monumentos y a la cercanía de su estación de esquí profesional, así como a la zona histórica conocida como La Alpujarra y también a la parte de la costa granadina conocida como Costa Tropical. De entre sus construcciones históricas, la Alhambra es una de las más importantes del país, declarada Patrimonio de la Humanidad por la Unesco en 1984, junto al jardín del Generalife y el Albaicín. Su catedral está considerada como la primera iglesia renacentista de España.6  La oferta cultural de Granada incluye una veintena de museos,7 entre los que destaca el Parque de las Ciencias de Andalucía-Granada (el segundo museo científico más visitado de España, tras la Ciutat de les Arts i les Ciències de Valencia) o el Museo de Bellas Artes de Granada, considerada la pinacoteca provincial más antigua del país. Además, la ciudad alberga la sede del Archivo Manuel de Falla y del Centro Federico García Lorca, inaugurado recientemente.  La Universidad de Granada es la cuarta a nivel nacional por número de alumnos8 y es uno de los destinos más populares por los universitarios europeos del programa Erasmus.9 En 2011, recibió del Ministerio de Educación un anticipo de 1,8 millones de euros en concepto de remuneración del personal investigador en formación; becas, ayudas y contratos de 256 investigadores dentro del programa de formación del profesorado.10  Están concluyéndose las obras del Parque Tecnológico de Ciencias de la Salud que se centrará en la investigación médica. Asimismo, se están construyendo las infraestructuras necesarias para la conexión ferroviaria con trenes de Alta Velocidad (AVE),11 Además, se están terminando las obras del Metropolitano de Granada, que será inaugurado próximamente. Su aeropuerto, situado a 12 km. del centro de la ciudad, ha sido recientemente remodelado.', 'GRANADA', 40) [] []
[2016-09-02 00:37:01] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (16, 'alex') [] []
[2016-09-02 00:37:46] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:37:46] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:37:46] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'gRANADA', 'Granada es una ciudad y municipio español, capital de la provincia homónima, en la comunidad autónoma de Andalucía. Está situada en el centro de la comarca Vega de Granada, a una altitud de 680 msnm, en una amplia depresión intrabética formada por el río Genil y por el piedemonte del macizo más alto de la península ibérica, Sierra Nevada, que condiciona su clima.  En ella se encuentra la sede del partido judicial número 3 de la provincia; la de la archidiócesis que lleva su nombre, así como la del Tribunal Superior de Justicia de Andalucía, Ceuta y Melilla, la del Consejo Consultivo de Andalucía y la del Centro de Documentación Musical de Andalucía.  En 2014 la habitaban 237 540 personas,4 498. 365 contando el área metropolitana.5 Los barrios que posee son muy diferentes entre sí, en parte por la continuada inmigración acaecida hasta la década de 1990; los más importantes son el Zaidín, el Albaicín, el Sacromonte, el Realejo, La Chana, Almanjáyar y la Cartuja.  Fue capital del Reino Zirí de Granada, durante el siglo XI, y del Reino Nazarí de Granada entre los siglos XIII y XV. Tras la toma de la ciudad por los Reyes Católicos, se mantuvo como capital del Reino castellano de Granada, que ya era una simple jurisdicción territorial y que se mantuvo hasta 1833, momento en que se produjo una nueva división provincial en España, todavía vigente. Su escudo municipal ostenta los títulos de «Muy noble, muy leal, nombrada, grande, celebérrima y heroica ciudad de Granada».  Granada constituye un núcleo receptor de turismo, debido a sus monumentos y a la cercanía de su estación de esquí profesional, así como a la zona histórica conocida como La Alpujarra y también a la parte de la costa granadina conocida como Costa Tropical. De entre sus construcciones históricas, la Alhambra es una de las más importantes del país, declarada Patrimonio de la Humanidad por la Unesco en 1984, junto al jardín del Generalife y el Albaicín. Su catedral está considerada como la primera iglesia renacentista de España.6  La oferta cultural de Granada incluye una veintena de museos,7 entre los que destaca el Parque de las Ciencias de Andalucía-Granada (el segundo museo científico más visitado de España, tras la Ciutat de les Arts i les Ciències de Valencia) o el Museo de Bellas Artes de Granada, considerada la pinacoteca provincial más antigua del país. Además, la ciudad alberga la sede del Archivo Manuel de Falla y del Centro Federico García Lorca, inaugurado recientemente.  La Universidad de Granada es la cuarta a nivel nacional por número de alumnos8 y es uno de los destinos más populares por los universitarios europeos del programa Erasmus.9 En 2011, recibió del Ministerio de Educación un anticipo de 1,8 millones de euros en concepto de remuneración del personal investigador en formación; becas, ayudas y contratos de 256 investigadores dentro del programa de formación del profesorado.10  Están concluyéndose las obras del Parque Tecnológico de Ciencias de la Salud que se centrará en la investigación médica. Asimismo, se están construyendo las infraestructuras necesarias para la conexión ferroviaria con trenes de Alta Velocidad (AVE),11 Además, se están terminando las obras del Metropolitano de Granada, que será inaugurado próximamente. Su aeropuerto, situado a 12 km. del centro de la ciudad, ha sido recientemente remodelado.', 'GRANADA', 40) [] []
[2016-09-02 00:37:46] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (17, 'alex') [] []
[2016-09-02 00:38:08] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:38:08] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:38:08] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'gRANADA', 'Granada es una ciudad y municipio español, capital de la provincia homónima, en la comunidad autónoma de Andalucía. ', 'GRANADA', 40) [] []
[2016-09-02 00:38:08] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (18, 'alex') [] []
[2016-09-02 00:40:02] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-02 00:40:03] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje [] []
[2016-09-02 00:42:06] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-02 00:42:07] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje [] []
[2016-09-02 00:43:41] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-02 00:43:42] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje [] []
[2016-09-02 00:44:52] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='18' [] []
[2016-09-02 00:46:29] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-02 00:46:29] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje [] []
[2016-09-02 00:47:10] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-02 00:47:10] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje INNER JOIN viaje_usuario ON (viaje.idviaje=viaje_usuario.idviaje) WHERE viaje_usuario.idusuario='alex' [] []
[2016-09-02 00:47:10] defaultLogger.INFO: INSERT INTO viaje (idviaje, nombre, informacion, destino, precio) VALUES (NULL, 'GRANADA', 'Granada es una ciudad y municipio español, capital de la provincia homónima, en la comunidad autónoma de Andalucía. Está situada en el centro de la comarca Vega de Granada, a una altitud de 680 msnm, en una amplia depresión intrabética formada por el río Genil y por el piedemonte del macizo más alto de la península ibérica, Sierra Nevada, que condiciona su clima.  En ella se encuentra la sede del partido judicial número 3 de la provincia; la de la archidiócesis que lleva su nombre, así como la del Tribunal Superior de Justicia de Andalucía, Ceuta y Melilla, la del Consejo Consultivo de Andalucía y la del Centro de Documentación Musical de Andalucía.  En 2014 la habitaban 237 540 personas,4 498. 365 contando el área metropolitana.5 Los barrios que posee son muy diferentes entre sí, en parte por la continuada inmigración acaecida hasta la década de 1990; los más importantes son el Zaidín, el Albaicín, el Sacromonte, el Realejo, La Chana, Almanjáyar y la Cartuja.  Fue capital del Reino Zirí de Granada, durante el siglo XI, y del Reino Nazarí de Granada entre los siglos XIII y XV. Tras la toma de la ciudad por los Reyes Católicos, se mantuvo como capital del Reino castellano de Granada, que ya era una simple jurisdicción territorial y que se mantuvo hasta 1833, momento en que se produjo una nueva división provincial en España, todavía vigente. Su escudo municipal ostenta los títulos de «Muy noble, muy leal, nombrada, grande, celebérrima y heroica ciudad de Granada».  Granada constituye un núcleo receptor de turismo, debido a sus monumentos y a la cercanía de su estación de esquí profesional, así como a la zona histórica conocida como La Alpujarra y también a la parte de la costa granadina conocida como Costa Tropical. De entre sus construcciones históricas, la Alhambra es una de las más importantes del país, declarada Patrimonio de la Humanidad por la Unesco en 1984, junto al jardín del Generalife y el Albaicín. Su catedral está considerada como la primera iglesia renacentista de España.6  La oferta cultural de Granada incluye una veintena de museos,7 entre los que destaca el Parque de las Ciencias de Andalucía-Granada (el segundo museo científico más visitado de España, tras la Ciutat de les Arts i les Ciències de Valencia) o el Museo de Bellas Artes de Granada, considerada la pinacoteca provincial más antigua del país. Además, la ciudad alberga la sede del Archivo Manuel de Falla y del Centro Federico García Lorca, inaugurado recientemente.  La Universidad de Granada es la cuarta a nivel nacional por número de alumnos8 y es uno de los destinos más populares por los universitarios europeos del programa Erasmus.9 En 2011, recibió del Ministerio de Educación un anticipo de 1,8 millones de euros en concepto de remuneración del personal investigador en formación; becas, ayudas y contratos de 256 investigadores dentro del programa de formación del profesorado.10  Están concluyéndose las obras del Parque Tecnológico de Ciencias de la Salud que se centrará en la investigación médica. Asimismo, se están construyendo las infraestructuras necesarias para la conexión ferroviaria con trenes de Alta Velocidad (AVE),11 Además, se están terminando las obras del Metropolitano de Granada, que será inaugurado próximamente. Su aeropuerto, situado a 12 km. del centro de la ciudad, ha sido recientemente remodelado.', 'GRANADA', 0) [] []
[2016-09-02 00:47:10] defaultLogger.INFO: INSERT INTO viaje_usuario (idviaje, idusuario) VALUES (19, 'alex') [] []
[2016-09-02 00:48:36] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje [] []
[2016-09-02 00:48:36] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-02 00:48:54] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='19' [] []
[2016-09-02 01:00:00] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
